,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
0,-0.7350322852831072,0.039927238172694834,-0.07016474508875083,-0.22503465367588574,0.5818423968295411,-0.29606863729694366,0.12381135330853799,-0.9804888291522917,-0.9167450250926118,-0.5962709502589276
1,0.319957980123603,-0.32183248434739836,-0.16904101372201222,-0.21247248767611518,0.49957072034221955,-0.44444883329874696,0.08298465138052682,-0.5158829343769425,-0.5863169631419943,-0.37643299470347796
2,3.0268077249880494,-1.0827529301161332,0.4467905529450297,-0.6568579593723253,-0.042489975187763464,-1.21663905713017,-0.0016573754263114243,0.08461523531135369,0.5071713093612437,0.13033021678953885
3,-0.9670835829623665,0.17673224387373762,-0.7897129165465488,-0.28277985524153637,0.1624433132196765,0.014990267791405179,0.3761124556716845,-1.0775906149337589,-0.886046030477352,-0.3695262061856847
4,0.20334301091191817,-0.24566427537143962,-0.9126333883742564,-0.2124638115491501,0.1714645424853124,-0.1742716924598937,0.21445229246072575,-0.6054845565082906,-0.5223582141475349,-0.04452031024557406
5,3.0992795591381808,-1.2868039151844024,-1.342694119162328,-0.7383226657274313,0.4479686726252849,-1.2943076720012185,-0.7318779735415919,-0.11013963244486998,0.8547556602787105,-0.3846995000168284
6,-0.8010004362013703,0.14148774366993352,0.42581491263024174,-0.23296472454423317,0.2966381941890008,-0.20739468767357927,0.48332922485143986,-0.9191073772366749,-1.036771475618425,-0.34371435592114497
7,0.3050808282634826,-0.22530714212154532,0.35595995231072036,-0.22572716785348296,0.1744146006250458,-0.35625337224868153,0.4472555101463624,-0.438565024267534,-0.6802249522298643,-0.1524662997036225
8,3.091436483917569,-1.0932402728302488,0.263505756502609,-0.6624675372964824,-0.008606129493166631,-1.297034332643591,-0.3419512814654106,-0.1786515163946109,0.6881409304457975,0.13087924630526854
9,-3.851484317117969,0.42336533783490493,-0.09453558920151918,0.28223156227531065,-0.1176991180848696,0.18745280386953134,-0.07234854005580316,0.3146130179848259,0.013194835446988813,0.4602718268491658
10,-2.8343736898502576,0.18188296412728774,0.561643639286322,0.2590906655345851,0.16871686598913277,0.2029151883288365,0.005310466049100614,-0.7084623516430596,-1.2468883276015015,0.5895326112450442
11,-0.018266539648731546,-0.930436324405637,-0.7561838782857427,-0.5565333812248682,0.7206346964194591,-0.6214789160920688,-0.20379974977473392,-0.37408186835904483,-0.9149734265869376,-0.20084061625714789
12,-3.87131857211531,0.4533949640609294,-0.32529594267026835,0.17873800508369703,-0.25151278863432003,0.2283585711198855,-0.006818573934171684,0.2981895891685872,0.08247282948077524,0.27702622746957906
13,-2.8542079448475994,0.21191259035331222,0.33088328581757265,0.15559710834297158,0.03490319543968226,0.2438209555791907,0.07084043217073209,-0.7248857804592983,-1.177610333567715,0.40628701186545746
14,0.9100813374381306,-0.5888488771777074,-2.02615613251551,0.09519533240031988,-2.5013032629932415,1.577668173100196,1.513976852202701,1.4115427889417933,-0.5257144636668051,-1.3763440811096483
15,-3.1297158597404557,0.41136442041997967,-0.36144295020630385,0.09075839794390604,-0.33324116216487093,-0.3352790357218729,0.05908264409729661,0.4081776749382313,0.38988842977436916,0.148816117246128
16,-1.0973260420459328,-0.16369451486030065,-0.527763154523047,0.3006751401493856,-0.3616728091991884,-0.058975967964751685,0.12299751462368975,0.088854821558203,-0.5226222962385709,0.2215539321427518
17,2.09421463547489,-1.310078919487582,-1.9414257130928747,-0.4060815795156336,-0.11137067490503426,-0.928975061578403,-0.40404842537323393,-0.09136515307451716,0.11118645661531089,0.8493203054156523
18,-3.220684395093301,0.3252016746048322,-0.7216723542121991,-0.32082409800002804,-0.7759741192461084,0.11797753304611816,0.4029403006075247,0.5521371628079446,0.4790971913014056,-0.08539876914781099
19,-0.35035221017771734,-0.6323194758310338,0.06699633838384644,0.086816361687955,-0.3945896982645112,0.08024687148539478,0.4952683311515045,1.0323289065369732,-0.4354725775068345,0.02759117805839847
20,-3.0935213971904694,0.2704032898978815,-0.8376343332934755,-0.006708382021740206,-0.690177726762677,0.2366363751189745,0.05525855007949271,0.5836512703656555,0.5272794178828324,-0.03923762163702945
21,0.0989829121712182,-0.6064738052858915,-1.0398663419294791,-0.12971937433692657,-1.0181281132531936,0.30280834078081076,0.29750123638485604,0.2818679952663797,-0.21924453607458516,0.11660143480974768
22,-2.525819461531473,0.40646406074552854,-0.057313762048111776,-0.38788212306285363,-0.12198134201318662,-0.06934731006117549,0.22909881779443772,0.5084141923609982,0.9095753471861063,-0.37883636397098674
23,0.43793852238777053,-0.3644562134282831,-0.31097500707179565,-0.31263396944175625,-0.5111476941326515,0.20174524733428137,0.33495388263221637,0.16231175775403875,0.11322126980262831,-0.47445750093795486
24,-2.167082958654367,-0.43707320271763106,-1.2807666642907765,-0.6604232514395655,-0.7966715751730322,-0.40057352964643805,0.2730116764184784,0.4435682793972647,-0.05291349652217421,-0.002193568662644362
25,0.6157996814440521,-1.3371551212276975,-1.7702000323560587,-0.7081803181696741,-0.6099519950995241,-0.6029020798381745,-0.10756615350587528,0.38802436691414066,-0.2949006509591837,-0.38328857002446287
26,-2.401730718476077,0.7030861801378612,1.3782858490551853,0.270432366539904,-1.1395743938532936,0.4947673632380947,0.4233070087802096,0.4731960524868087,0.8360129505705788,0.5511430856971564
27,0.440884526812151,-0.07540840462479975,1.359929958956913,0.27475371891644496,-1.4081766042926407,0.7214540372245304,0.8531246835823734,0.3076276096692275,-0.17630790620105657,0.5753447705005584
28,-2.486403508116041,0.5634702999292753,0.29160571667445234,0.4277769772418172,0.16469873206344915,-0.1141333391043924,-0.09012031089295156,0.2706386113977596,0.47853587295239025,0.27402317612065835
29,-0.6842215101912728,0.0698140576440753,0.12332365541970557,0.44115044799910047,0.057509496777729714,0.03785880050658768,0.03326416900875182,-0.05005903962139015,-0.21371736064095165,0.2781245419040818
30,1.507293515853042,-0.5622357695157206,0.054761130958150744,0.4136707153840497,-0.19395637290957163,0.010371770054134356,0.1194893904599386,0.2426354398498536,-0.3167349047683524,0.09363492528700715
31,-2.5435421913304648,0.6209501203426796,-0.17996463564110982,0.2639044930861576,-0.06523231312901989,-0.015125730219967395,0.000446749943568631,0.2520104149084668,0.6019695294661636,-0.12895840809228698
32,-0.7187378557928297,0.12637059348683516,-0.3103759751180682,0.26580487582607476,-0.19333669854880248,0.12560141331295033,0.1380525765382976,-0.07552502261636986,-0.08183973452274618,-0.08609863543822335
33,1.4515766016561218,-0.47754552958040614,-0.5699967871847935,0.27850955091385177,-0.4701828752033694,0.08858772874570049,-0.05234301462444066,-0.07723575843189588,-0.057262958429545256,-0.053669542782831155
34,-2.461894456240474,-4.829305602805544,0.6616175865018714,1.8645328767474156,0.8009364028545357,0.11108843640825435,1.2420653600365745,-1.4584527828225184,1.2130477383971707,-0.5804861539737055
35,0.256301543663366,-5.631937674071858,0.3307743169536995,1.8292404342625996,0.6954322369117678,0.06926490416075666,1.1705127649565572,-1.653294745575759,0.7863897408174334,-0.4174794532419043
36,-1.9957046038808948,0.08031406776710856,-0.4495052827232354,-0.6318092140095423,0.4895121134270925,-0.24099232084554986,0.4577676627301158,0.2999069762782058,0.19696557567505985,-0.300782450265907
37,1.171928629915927,-0.9193999682066767,-0.9179503865053978,-0.6812858289169488,0.28515126313046313,-0.26710519149147427,0.7826191407101135,0.7239560699998812,-0.15102052467865018,0.19931531833075453
38,-2.476448866508303,-1.1518562205743565,0.3096266765012124,1.4780312957378472,0.6640819385101564,1.3581068878929505,-2.173471898684776,0.7313365815785752,-0.901978552799906,0.5211452290634104
39,0.27417302186369313,-1.9778126208314695,-0.06846619233922037,1.412995894482115,0.6016589194691994,1.2399255489141952,-2.3419317155551744,0.5133496923656012,-1.223710018310011,0.7117026339833591
40,-3.226543824970795,0.22130362803775425,-0.2774628709044582,-0.09266469204439563,-0.2296068562320637,-0.06207601107867383,0.05992300559425309,0.5825752456946375,0.3279391802304496,-0.04428492152877407
41,0.3397789360230924,-0.8087911310448106,-0.5896558982465874,-0.05798727571026895,-0.503453293214972,0.03285039141154781,0.19577615528264244,0.5380609167171582,-0.34410812036772503,0.14958847103708542
42,-1.9486892954630721,0.2841324335293015,0.4897281358726817,-0.2021680252013004,0.6515365180481151,-1.02664999062263,-0.5550626660279063,0.16827173336931867,1.1259207133103615,-0.2447370587505566
43,-0.20099171994965898,-0.14195959194881735,0.4407747208056989,-0.07460440845579347,0.4853458779341992,-0.7181921489094745,-0.4372569182370593,-0.3705360084511504,0.1865042745080653,-0.2589660296324931
44,1.4397444417996466,-0.6282790862430359,0.3294998390505602,-0.08476057855486388,0.4949809900145543,-0.8109397257486209,-0.6276253816551931,-0.582289807150833,-0.03188955311195359,-0.20010823295115482
45,-2.0415968824206745,0.4191287423117334,0.8330110903866549,-0.23132875257682153,-0.14553766811624969,-0.058455842168973766,-0.19217023217023282,-0.29885662025562176,0.4761117441592402,-0.7540642088709125
46,0.19805192801586877,-0.18032196228614925,1.2271092103178658,-0.0068488204396841695,-0.28004298239908804,0.06326485759862036,-0.22342254574758424,-0.3931538991759448,-0.13573271114440275,-0.8631626720607879
47,-1.8524918271373436,0.16476602543926028,0.3226289269606884,0.2256764229975027,0.2506523749683743,0.20416689257977952,-0.021968271347132758,0.3916052659840752,0.1462271336653106,-0.10319194720503204
48,0.5264071085713494,-0.6602388451796516,-1.0368002813023203,-0.35062709526604524,0.3928004445989248,-0.11018932596327025,0.02838662830962077,-0.017228736674613512,-0.1310944169252045,0.1775480256759629
49,-2.9901808349519112,0.5601476726394345,-1.3060004890998256,-1.0746199315247227,-0.5147013425404332,0.022113702813229854,0.969987187483584,0.36174147014284525,0.9289186547026773,-0.3810763357165767
50,0.23484630285393912,-0.1627361342909414,-1.2596573670791473,-0.8825658142235252,-1.2022639609368462,0.5613388956823765,1.2130065769984626,-0.20180547833036816,-0.22585046889993923,-0.6922817497692823
51,-2.6678298525397715,0.25576336572332425,-1.3554672420700928,-0.5076004229446675,0.19567503952123,-0.030329889550272705,0.47586127020263813,0.5854645641733978,0.7630384430955384,0.5527379004728666
52,0.17096330937856588,-0.5355725719564215,-1.6151721530424694,-0.48441513695552674,0.010900321447294347,0.15596533067824717,0.6422649164691969,0.23258917335237247,-0.1473078508839999,0.6071357137431844
53,-1.721389359739584,0.09179296353740012,-0.2953670929097372,-0.19443652865423644,0.3293024861643218,-0.1292438901888721,-0.25182122476562857,-0.05339541488992385,0.47131558545754054,0.06336563549219129
54,1.1720870367985092,-0.7600015108520286,-0.5423813287191127,-0.16382486237947422,0.08850567251514352,-0.11430497718533916,-0.1742624897311796,0.08844852685624531,0.13651084193624405,0.2766803702189272
55,-1.9831446214083626,0.389934222354642,-0.6684884572949201,-0.09597980106447467,-0.6347094133311815,0.580492300515843,0.31325732500513725,0.2384843428963123,0.46100637267801636,-0.599415009851235
56,0.546566975591956,-0.3424808413333771,-0.8892586349194193,-0.07111419996220544,-0.8309703675258735,0.6411156223885248,0.4060913083286709,0.22614775372070833,0.007052132466037961,-0.4558380647722696
57,-1.1812500410405236,0.8061572185294603,-0.7497613002494499,0.8060061879559025,-0.0842783247987712,-0.9779842067102016,-0.08912081265786964,-0.03625018335059303,0.6052976530079736,-0.2232894181527822
58,2.0012051918181992,-0.08230914998218666,-1.0132407598178432,0.948309537635009,-0.572956509436606,-0.8435131272584003,-0.016321511941701682,0.23035577302954904,0.3918610211999365,0.055947403724749545
59,-2.507792194762501,0.5245402104136299,-1.2069374257771364,-0.19936363727186515,-0.2828053459770297,-0.047316540389142375,0.6864496134669783,0.6730087334803636,0.8116384259521988,0.3643150859283275
60,-0.5954612872534991,0.058804595989396025,-0.7883264679579273,0.18724996148882556,-0.38576027903757387,0.2641271039902413,0.6126468475857824,0.1738208055064379,-0.15234178432160989,0.566558363568279
61,1.5968541882093052,-0.551511602899739,0.4573609073469812,0.4052427248938814,-0.2811797558939622,-0.024430842819566364,0.20556456674245713,0.3056112974367299,-0.3243531899938801,0.030580565185866767
62,-1.9801590756436294,0.008797491131557266,-2.30586191492292,-1.1226183129452278,1.2111347803604497,-1.1678459683884723,-0.079934950902563,-0.3679854155163925,0.6899754016804994,0.008963707031757308
63,-0.2707015471942667,-0.46718248895612474,-2.462463556173303,-1.1087407476540059,1.1004996742385034,-1.0535553982842438,0.021378630116232693,-0.5865214260419163,0.13463978421742526,0.039818812357775034
64,2.403399514141761,-1.4121361350886013,-3.2018967710645874,-1.856902971921339,1.1254219193468982,-1.8242949979903154,0.12475478623673343,-0.335934294406752,0.6353685389984145,0.6603079311227155
65,-1.743110506547078,0.5533720615259037,0.42426206475634604,1.1008399416774093,-0.39327298976860864,0.5569037742881382,-0.4400740495323183,0.0915038331145052,0.20697403922233948,-0.15574629583341545
